chunk,position,study_id,model_view,original_horizontal_flip,original_distance_from_starting_side,original_distance_nonzero,counterfactual_horizontal_flip,counterfactual_distance_from_starting_side,counterfactual_distance_nonzero
0,13,RSNA_10179,R-CC,NO,0.0,False,,,
0,13,RSNA_10179,L-MLO,NO,0.0,False,,,
0,13,RSNA_10179,R-MLO,NO,0.0,False,,,
0,14,RSNA_10182,L-CC,NO,0.0,False,,,
0,14,RSNA_10182,R-CC,NO,0.0,False,,,
0,14,RSNA_10182,L-MLO,NO,0.0,False,,,
0,14,RSNA_10182,R-MLO,NO,0.0,False,,,
0,15,RSNA_10185,L-CC,NO,1636.0,True,YES,0.0,False
0,15,RSNA_10185,R-CC,NO,1634.0,True,YES,0.0,False
0,15,RSNA_10185,L-MLO,NO,1501.0,True,YES,0.0,False
0,15,RSNA_10185,R-MLO,NO,1493.0,True,YES,0.0,False
0,16,RSNA_10188,L-CC,NO,0.0,False,,,
0,16,RSNA_10188,R-CC,NO,0.0,False,,,
0,16,RSNA_10188,L-MLO,NO,0.0,False,,,
0,16,RSNA_10188,R-MLO,NO,0.0,False,,,
0,17,RSNA_10240,L-CC,NO,0.0,False,,,
0,17,RSNA_10240,R-CC,NO,0.0,False,,,
0,17,RSNA_10240,L-MLO,NO,0.0,False,,,
0,17,RSNA_10240,R-MLO,NO,0.0,False,,,
0,18,RSNA_10257,L-CC,NO,0.0,False,,,
0,18,RSNA_10257,R-CC,NO,0.0,False,,,
0,18,RSNA_10257,L-MLO,NO,0.0,False,,,
0,18,RSNA_10257,R-MLO,NO,0.0,False,,,
0,19,RSNA_10289,L-CC,NO,0.0,False,,,
0,19,RSNA_10289,R-CC,NO,0.0,False,,,
0,19,RSNA_10289,L-MLO,NO,0.0,False,,,
0,19,RSNA_10289,R-MLO,NO,0.0,False,,,
0,20,RSNA_10302,L-CC,NO,0.0,False,,,
0,20,RSNA_10302,R-CC,NO,0.0,False,,,
0,20,RSNA_10302,L-MLO,NO,0.0,False,,,
0,20,RSNA_10302,R-MLO,NO,0.0,False,,,
0,21,RSNA_10309,L-CC,NO,0.0,False,,,
0,21,RSNA_10309,R-CC,NO,0.0,False,,,
0,21,RSNA_10309,L-MLO,NO,0.0,False,,,
0,21,RSNA_10309,R-MLO,NO,0.0,False,,,
0,22,RSNA_10329,L-CC,NO,0.0,False,,,
0,22,RSNA_10329,R-CC,NO,0.0,False,,,
0,22,RSNA_10329,L-MLO,NO,0.0,False,,,
0,22,RSNA_10329,R-MLO,NO,0.0,False,,,
0,23,RSNA_10359,L-CC,NO,0.0,False,,,
0,23,RSNA_10359,R-CC,NO,0.0,False,,,
0,23,RSNA_10359,L-MLO,NO,0.0,False,,,
0,23,RSNA_10359,R-MLO,NO,0.0,False,,,
0,24,RSNA_10383,L-CC,NO,0.0,False,,,
0,24,RSNA_10383,R-CC,NO,0.0,False,,,
0,24,RSNA_10383,L-MLO,NO,0.0,False,,,
0,24,RSNA_10383,R-MLO,NO,0.0,False,,,
1,0,RSNA_10388,L-CC,NO,0.0,False,,,
1,0,RSNA_10388,R-CC,NO,0.0,False,,,
1,0,RSNA_10388,L-MLO,NO,0.0,False,,,
1,0,RSNA_10388,R-MLO,NO,0.0,False,,,
1,1,RSNA_10391,L-CC,NO,0.0,False,,,
1,1,RSNA_10391,R-CC,NO,0.0,False,,,
1,1,RSNA_10391,L-MLO,NO,0.0,False,,,
1,1,RSNA_10391,R-MLO,NO,0.0,False,,,
1,2,RSNA_10406,L-CC,NO,1602.0,True,YES,0.0,False
1,2,RSNA_10406,R-CC,NO,1708.0,True,YES,0.0,False
1,2,RSNA_10406,L-MLO,NO,1459.0,True,YES,0.0,False
1,2,RSNA_10406,R-MLO,NO,1542.0,True,YES,0.0,False
1,3,RSNA_10412,L-CC,NO,0.0,False,,,
1,3,RSNA_10412,R-CC,NO,0.0,False,,,
1,3,RSNA_10412,L-MLO,NO,0.0,False,,,
1,3,RSNA_10412,R-MLO,NO,0.0,False,,,
1,4,RSNA_10413,L-CC,NO,0.0,False,,,
1,4,RSNA_10413,R-CC,NO,0.0,False,,,
1,4,RSNA_10413,L-MLO,NO,0.0,False,,,
1,4,RSNA_10413,R-MLO,NO,0.0,False,,,
1,5,RSNA_10424,L-CC,NO,1576.0,True,YES,0.0,False
1,5,RSNA_10424,R-CC,NO,1679.0,True,YES,0.0,False
1,5,RSNA_10424,L-MLO,NO,1503.0,True,YES,0.0,False
1,5,RSNA_10424,R-MLO,NO,1634.0,True,YES,0.0,False
1,6,RSNA_10445,L-CC,NO,0.0,False,,,
1,6,RSNA_10445,R-CC,NO,0.0,False,,,
1,6,RSNA_10445,L-MLO,NO,0.0,False,,,
1,6,RSNA_10445,R-MLO,NO,0.0,False,,,
1,7,RSNA_1045,L-CC,NO,0.0,False,,,
1,7,RSNA_1045,R-CC,NO,0.0,False,,,
1,7,RSNA_1045,L-MLO,NO,0.0,False,,,
1,7,RSNA_1045,R-MLO,NO,0.0,False,,,
1,8,RSNA_10478,L-CC,NO,0.0,False,,,
1,8,RSNA_10478,R-CC,NO,0.0,False,,,
1,8,RSNA_10478,L-MLO,NO,0.0,False,,,
1,8,RSNA_10478,R-MLO,NO,0.0,False,,,
1,9,RSNA_10486,L-CC,NO,0.0,False,,,
1,9,RSNA_10486,R-CC,NO,0.0,False,,,
1,9,RSNA_10486,L-MLO,NO,0.0,False,,,
1,9,RSNA_10486,R-MLO,NO,0.0,False,,,
1,10,RSNA_105,L-CC,NO,0.0,False,,,
1,10,RSNA_105,R-CC,NO,0.0,False,,,
1,10,RSNA_105,L-MLO,NO,0.0,False,,,
1,10,RSNA_105,R-MLO,NO,0.0,False,,,
1,11,RSNA_10523,L-CC,NO,1168.0,True,YES,0.0,False
1,11,RSNA_10523,R-CC,NO,1256.0,True,YES,0.0,False
1,11,RSNA_10523,L-MLO,NO,983.0,True,YES,0.0,False
1,11,RSNA_10523,R-MLO,NO,1141.0,True,YES,0.0,False
1,12,RSNA_10534,L-CC,NO,0.0,False,,,
1,12,RSNA_10534,R-CC,NO,0.0,False,,,
1,12,RSNA_10534,L-MLO,NO,0.0,False,,,
1,12,RSNA_10534,R-MLO,NO,0.0,False,,,
1,13,RSNA_10550,L-CC,NO,0.0,False,,,
1,13,RSNA_10550,R-CC,NO,0.0,False,,,
1,13,RSNA_10550,L-MLO,NO,0.0,False,,,
1,13,RSNA_10550,R-MLO,NO,0.0,False,,,
1,14,RSNA_10589,L-CC,NO,0.0,False,,,
1,14,RSNA_10589,R-CC,NO,0.0,False,,,
1,14,RSNA_10589,L-MLO,NO,0.0,False,,,
1,14,RSNA_10589,R-MLO,NO,0.0,False,,,
1,15,RSNA_106,L-CC,NO,0.0,False,,,
1,15,RSNA_106,R-CC,NO,0.0,False,,,
1,15,RSNA_106,L-MLO,NO,0.0,False,,,
1,15,RSNA_106,R-MLO,NO,0.0,False,,,
1,16,RSNA_10615,L-CC,NO,0.0,False,,,
1,16,RSNA_10615,R-CC,NO,0.0,False,,,
1,16,RSNA_10615,L-MLO,NO,0.0,False,,,
1,16,RSNA_10615,R-MLO,NO,0.0,False,,,
1,17,RSNA_10623,L-CC,NO,0.0,False,,,
1,17,RSNA_10623,R-CC,NO,0.0,False,,,
1,17,RSNA_10623,L-MLO,NO,0.0,False,,,
1,17,RSNA_10623,R-MLO,NO,0.0,False,,,
1,18,RSNA_10635,L-CC,NO,0.0,False,,,
1,18,RSNA_10635,R-CC,NO,0.0,False,,,
1,18,RSNA_10635,L-MLO,NO,0.0,False,,,
1,18,RSNA_10635,R-MLO,NO,0.0,False,,,
1,19,RSNA_10641,L-CC,NO,0.0,False,,,
1,19,RSNA_10641,R-CC,NO,0.0,False,,,
1,19,RSNA_10641,L-MLO,NO,0.0,False,,,
1,19,RSNA_10641,R-MLO,NO,0.0,False,,,
1,20,RSNA_10674,L-CC,NO,0.0,False,,,
1,20,RSNA_10674,R-CC,NO,0.0,False,,,
1,20,RSNA_10674,L-MLO,NO,0.0,False,,,
1,20,RSNA_10674,R-MLO,NO,0.0,False,,,
1,21,RSNA_10706,L-CC,NO,0.0,False,,,
1,21,RSNA_10706,R-CC,NO,0.0,False,,,
1,21,RSNA_10706,L-MLO,NO,0.0,False,,,
1,21,RSNA_10706,R-MLO,NO,0.0,False,,,
1,22,RSNA_10724,L-CC,NO,1409.0,True,YES,0.0,False
1,22,RSNA_10724,R-CC,NO,1379.0,True,YES,0.0,False
1,22,RSNA_10724,L-MLO,NO,1141.0,True,YES,0.0,False
1,22,RSNA_10724,R-MLO,NO,1201.0,True,YES,0.0,False
1,23,RSNA_10746,L-CC,NO,0.0,False,,,
1,23,RSNA_10746,R-CC,NO,0.0,False,,,
1,23,RSNA_10746,L-MLO,NO,0.0,False,,,
1,23,RSNA_10746,R-MLO,NO,0.0,False,,,
1,24,RSNA_10822,L-CC,NO,0.0,False,,,
1,24,RSNA_10822,R-CC,NO,0.0,False,,,
1,24,RSNA_10822,L-MLO,NO,0.0,False,,,
1,24,RSNA_10822,R-MLO,NO,0.0,False,,,
2,0,RSNA_10838,L-CC,NO,0.0,False,,,
2,0,RSNA_10838,R-CC,NO,0.0,False,,,
2,0,RSNA_10838,L-MLO,NO,0.0,False,,,
2,0,RSNA_10838,R-MLO,NO,0.0,False,,,
2,1,RSNA_10847,L-CC,NO,0.0,False,,,
2,1,RSNA_10847,R-CC,NO,0.0,False,,,
2,1,RSNA_10847,L-MLO,NO,0.0,False,,,
2,1,RSNA_10847,R-MLO,NO,0.0,False,,,
2,2,RSNA_10857,L-CC,NO,0.0,False,,,
2,2,RSNA_10857,R-CC,NO,0.0,False,,,
2,2,RSNA_10857,L-MLO,NO,0.0,False,,,
2,2,RSNA_10857,R-MLO,NO,0.0,False,,,
2,3,RSNA_10882,L-CC,NO,1303.0,True,YES,0.0,False
2,3,RSNA_10882,R-CC,NO,1381.0,True,YES,0.0,False
2,3,RSNA_10882,L-MLO,NO,1257.0,True,YES,0.0,False
2,3,RSNA_10882,R-MLO,NO,1248.0,True,YES,0.0,False
2,4,RSNA_10910,L-CC,NO,0.0,False,,,
2,4,RSNA_10910,R-CC,NO,0.0,False,,,
2,4,RSNA_10910,L-MLO,NO,0.0,False,,,
2,4,RSNA_10910,R-MLO,NO,0.0,False,,,
2,5,RSNA_10921,L-CC,NO,0.0,False,,,
2,5,RSNA_10921,R-CC,NO,0.0,False,,,
2,5,RSNA_10921,L-MLO,NO,0.0,False,,,
2,5,RSNA_10921,R-MLO,NO,0.0,False,,,
2,6,RSNA_10924,L-CC,NO,0.0,False,,,
2,6,RSNA_10924,R-CC,NO,0.0,False,,,
2,6,RSNA_10924,L-MLO,NO,0.0,False,,,
2,6,RSNA_10924,R-MLO,NO,0.0,False,,,
2,7,RSNA_10925,L-CC,NO,0.0,False,,,
2,7,RSNA_10925,R-CC,NO,0.0,False,,,
2,7,RSNA_10925,L-MLO,NO,0.0,False,,,
2,7,RSNA_10925,R-MLO,NO,0.0,False,,,
2,8,RSNA_10939,L-CC,NO,0.0,False,,,
2,8,RSNA_10939,R-CC,NO,0.0,False,,,
2,8,RSNA_10939,L-MLO,NO,0.0,False,,,
2,8,RSNA_10939,R-MLO,NO,0.0,False,,,
2,9,RSNA_1095,L-CC,NO,0.0,False,,,
2,9,RSNA_1095,R-CC,NO,0.0,False,,,
2,9,RSNA_1095,L-MLO,NO,0.0,False,,,
2,9,RSNA_1095,R-MLO,NO,0.0,False,,,
2,10,RSNA_10951,L-CC,NO,0.0,False,,,
2,10,RSNA_10951,R-CC,NO,0.0,False,,,
2,10,RSNA_10951,L-MLO,NO,0.0,False,,,
2,10,RSNA_10951,R-MLO,NO,0.0,False,,,
2,11,RSNA_10972,L-CC,NO,0.0,False,,,
2,11,RSNA_10972,R-CC,NO,0.0,False,,,
2,11,RSNA_10972,L-MLO,NO,0.0,False,,,
2,11,RSNA_10972,R-MLO,NO,0.0,False,,,
2,12,RSNA_10973,L-CC,NO,0.0,False,,,
2,12,RSNA_10973,R-CC,NO,0.0,False,,,
2,12,RSNA_10973,L-MLO,NO,0.0,False,,,
2,12,RSNA_10973,R-MLO,NO,0.0,False,,,
2,13,RSNA_10999,L-CC,NO,0.0,False,,,
2,13,RSNA_10999,R-CC,NO,0.0,False,,,
2,13,RSNA_10999,L-MLO,NO,0.0,False,,,
2,13,RSNA_10999,R-MLO,NO,0.0,False,,,
2,14,RSNA_11031,L-CC,NO,1442.0,True,YES,0.0,False
2,14,RSNA_11031,R-CC,NO,1472.0,True,YES,0.0,False
2,14,RSNA_11031,L-MLO,NO,1373.0,True,YES,0.0,False
2,14,RSNA_11031,R-MLO,NO,1416.0,True,YES,0.0,False
2,15,RSNA_11032,L-CC,NO,0.0,False,,,
2,15,RSNA_11032,R-CC,NO,0.0,False,,,
2,15,RSNA_11032,L-MLO,NO,0.0,False,,,
2,15,RSNA_11032,R-MLO,NO,0.0,False,,,
2,16,RSNA_11098,L-CC,NO,1273.0,True,YES,0.0,False
2,16,RSNA_11098,R-CC,NO,1242.0,True,YES,0.0,False
2,16,RSNA_11098,L-MLO,NO,1099.0,True,YES,0.0,False
2,16,RSNA_11098,R-MLO,NO,1107.0,True,YES,0.0,False
2,17,RSNA_11144,L-CC,NO,0.0,False,,,
2,17,RSNA_11144,R-CC,NO,0.0,False,,,
2,17,RSNA_11144,L-MLO,NO,0.0,False,,,
2,17,RSNA_11144,R-MLO,NO,0.0,False,,,
2,18,RSNA_11155,L-CC,NO,0.0,False,,,
2,18,RSNA_11155,R-CC,NO,0.0,False,,,
2,18,RSNA_11155,L-MLO,NO,0.0,False,,,
2,18,RSNA_11155,R-MLO,NO,0.0,False,,,
2,19,RSNA_11212,L-CC,NO,0.0,False,,,
2,19,RSNA_11212,R-CC,NO,0.0,False,,,
2,19,RSNA_11212,L-MLO,NO,0.0,False,,,
2,19,RSNA_11212,R-MLO,NO,0.0,False,,,
2,20,RSNA_11227,L-CC,NO,0.0,False,,,
2,20,RSNA_11227,R-CC,NO,0.0,False,,,
2,20,RSNA_11227,L-MLO,NO,0.0,False,,,
2,20,RSNA_11227,R-MLO,NO,0.0,False,,,
2,21,RSNA_11254,L-CC,NO,0.0,False,,,
2,21,RSNA_11254,R-CC,NO,0.0,False,,,
2,21,RSNA_11254,L-MLO,NO,0.0,False,,,
2,21,RSNA_11254,R-MLO,NO,0.0,False,,,
2,22,RSNA_11302,L-CC,NO,0.0,False,,,
2,22,RSNA_11302,R-CC,NO,0.0,False,,,
2,22,RSNA_11302,L-MLO,NO,0.0,False,,,
2,22,RSNA_11302,R-MLO,NO,0.0,False,,,
2,23,RSNA_11309,L-CC,NO,0.0,False,,,
2,23,RSNA_11309,R-CC,NO,0.0,False,,,
2,23,RSNA_11309,L-MLO,NO,0.0,False,,,
2,23,RSNA_11309,R-MLO,NO,0.0,False,,,
2,24,RSNA_11311,L-CC,NO,0.0,False,,,
2,24,RSNA_11311,R-CC,NO,0.0,False,,,
2,24,RSNA_11311,L-MLO,NO,0.0,False,,,
2,24,RSNA_11311,R-MLO,NO,0.0,False,,,
3,0,RSNA_11317,L-CC,NO,0.0,False,,,
3,0,RSNA_11317,R-CC,NO,0.0,False,,,
3,0,RSNA_11317,L-MLO,NO,0.0,False,,,
3,0,RSNA_11317,R-MLO,NO,0.0,False,,,
3,1,RSNA_11329,L-CC,NO,0.0,False,,,
3,1,RSNA_11329,R-CC,NO,0.0,False,,,
3,1,RSNA_11329,L-MLO,NO,0.0,False,,,
3,1,RSNA_11329,R-MLO,NO,0.0,False,,,
3,2,RSNA_11341,L-CC,NO,0.0,False,,,
3,2,RSNA_11341,R-CC,NO,0.0,False,,,
3,2,RSNA_11341,L-MLO,NO,0.0,False,,,
3,2,RSNA_11341,R-MLO,NO,0.0,False,,,
3,3,RSNA_11357,L-CC,NO,1455.0,True,YES,0.0,False
3,3,RSNA_11357,R-CC,NO,1543.0,True,YES,0.0,False
3,3,RSNA_11357,L-MLO,NO,1346.0,True,YES,0.0,False
3,3,RSNA_11357,R-MLO,NO,1385.0,True,YES,0.0,False
3,4,RSNA_11358,L-CC,NO,0.0,False,,,
3,4,RSNA_11358,R-CC,NO,0.0,False,,,
3,4,RSNA_11358,L-MLO,NO,0.0,False,,,
3,4,RSNA_11358,R-MLO,NO,0.0,False,,,
3,5,RSNA_11360,L-CC,NO,0.0,False,,,
3,5,RSNA_11360,R-CC,NO,0.0,False,,,
3,5,RSNA_11360,L-MLO,NO,0.0,False,,,
3,5,RSNA_11360,R-MLO,NO,0.0,False,,,
3,6,RSNA_11396,L-CC,NO,0.0,False,,,
3,6,RSNA_11396,R-CC,NO,0.0,False,,,
3,6,RSNA_11396,L-MLO,NO,0.0,False,,,
3,6,RSNA_11396,R-MLO,NO,0.0,False,,,
3,7,RSNA_11416,L-CC,NO,0.0,False,,,
3,7,RSNA_11416,R-CC,NO,0.0,False,,,
3,7,RSNA_11416,L-MLO,NO,0.0,False,,,
3,7,RSNA_11416,R-MLO,NO,0.0,False,,,
3,8,RSNA_11431,L-CC,NO,0.0,False,,,
3,8,RSNA_11431,R-CC,NO,0.0,False,,,
3,8,RSNA_11431,L-MLO,NO,0.0,False,,,
3,8,RSNA_11431,R-MLO,NO,0.0,False,,,
3,9,RSNA_11456,L-CC,NO,0.0,False,,,
3,9,RSNA_11456,R-CC,NO,0.0,False,,,
3,9,RSNA_11456,L-MLO,NO,0.0,False,,,
3,9,RSNA_11456,R-MLO,NO,0.0,False,,,
3,10,RSNA_11476,L-CC,NO,1412.0,True,YES,0.0,False
3,10,RSNA_11476,R-CC,NO,1539.0,True,YES,0.0,False
3,10,RSNA_11476,L-MLO,NO,1307.0,True,YES,0.0,False
3,10,RSNA_11476,R-MLO,NO,1457.0,True,YES,0.0,False
3,11,RSNA_11494,L-CC,NO,0.0,False,,,
3,11,RSNA_11494,R-CC,NO,0.0,False,,,
3,11,RSNA_11494,L-MLO,NO,0.0,False,,,
3,11,RSNA_11494,R-MLO,NO,0.0,False,,,
3,12,RSNA_11643,L-CC,NO,0.0,False,,,
3,12,RSNA_11643,R-CC,NO,0.0,False,,,
3,12,RSNA_11643,L-MLO,NO,0.0,False,,,
3,12,RSNA_11643,R-MLO,NO,0.0,False,,,
3,13,RSNA_11657,L-CC,NO,0.0,False,,,
3,13,RSNA_11657,R-CC,NO,0.0,False,,,
3,13,RSNA_11657,L-MLO,NO,0.0,False,,,
3,13,RSNA_11657,R-MLO,NO,0.0,False,,,
3,14,RSNA_11678,L-CC,NO,0.0,False,,,
3,14,RSNA_11678,R-CC,NO,0.0,False,,,
3,14,RSNA_11678,L-MLO,NO,0.0,False,,,
3,14,RSNA_11678,R-MLO,NO,0.0,False,,,
3,15,RSNA_11709,L-CC,NO,0.0,False,,,
3,15,RSNA_11709,R-CC,NO,0.0,False,,,
3,15,RSNA_11709,L-MLO,NO,0.0,False,,,
3,15,RSNA_11709,R-MLO,NO,0.0,False,,,
3,16,RSNA_11726,L-CC,NO,0.0,False,,,
3,16,RSNA_11726,R-CC,NO,0.0,False,,,
3,16,RSNA_11726,L-MLO,NO,0.0,False,,,
3,16,RSNA_11726,R-MLO,NO,0.0,False,,,
3,17,RSNA_11742,L-CC,NO,0.0,False,,,
3,17,RSNA_11742,R-CC,NO,0.0,False,,,
3,17,RSNA_11742,L-MLO,NO,0.0,False,,,
3,17,RSNA_11742,R-MLO,NO,0.0,False,,,
3,18,RSNA_11745,L-CC,NO,1475.0,True,YES,0.0,False
3,18,RSNA_11745,R-CC,NO,1416.0,True,YES,0.0,False
3,18,RSNA_11745,L-MLO,NO,1283.0,True,YES,0.0,False
3,18,RSNA_11745,R-MLO,NO,1507.0,True,YES,0.0,False
3,19,RSNA_11756,L-CC,NO,0.0,False,,,
3,19,RSNA_11756,R-CC,NO,0.0,False,,,
3,19,RSNA_11756,L-MLO,NO,0.0,False,,,
3,19,RSNA_11756,R-MLO,NO,0.0,False,,,
3,20,RSNA_11768,L-CC,NO,1073.0,True,YES,0.0,False
3,20,RSNA_11768,R-CC,NO,984.0,True,YES,0.0,False
3,20,RSNA_11768,L-MLO,NO,858.0,True,YES,0.0,False
3,20,RSNA_11768,R-MLO,NO,884.0,True,YES,0.0,False
3,21,RSNA_11771,L-CC,NO,0.0,False,,,
3,21,RSNA_11771,R-CC,NO,0.0,False,,,
3,21,RSNA_11771,L-MLO,NO,0.0,False,,,
3,21,RSNA_11771,R-MLO,NO,0.0,False,,,
3,22,RSNA_1179,L-CC,NO,0.0,False,,,
3,22,RSNA_1179,R-CC,NO,0.0,False,,,
3,22,RSNA_1179,L-MLO,NO,0.0,False,,,
3,22,RSNA_1179,R-MLO,NO,0.0,False,,,
3,23,RSNA_11794,L-CC,NO,0.0,False,,,
3,23,RSNA_11794,R-CC,NO,0.0,False,,,
3,23,RSNA_11794,L-MLO,NO,0.0,False,,,
3,23,RSNA_11794,R-MLO,NO,0.0,False,,,
3,24,RSNA_11806,L-CC,NO,0.0,False,,,
3,24,RSNA_11806,R-CC,NO,0.0,False,,,
3,24,RSNA_11806,L-MLO,NO,0.0,False,,,
3,24,RSNA_11806,R-MLO,NO,0.0,False,,,
4,0,RSNA_11819,L-CC,NO,0.0,False,,,
4,0,RSNA_11819,R-CC,NO,0.0,False,,,
4,0,RSNA_11819,L-MLO,NO,0.0,False,,,
4,0,RSNA_11819,R-MLO,NO,0.0,False,,,
4,1,RSNA_11850,L-CC,NO,0.0,False,,,
4,1,RSNA_11850,R-CC,NO,0.0,False,,,
4,1,RSNA_11850,L-MLO,NO,0.0,False,,,
4,1,RSNA_11850,R-MLO,NO,0.0,False,,,
4,2,RSNA_11876,L-CC,NO,0.0,False,,,
4,2,RSNA_11876,R-CC,NO,0.0,False,,,
4,2,RSNA_11876,L-MLO,NO,0.0,False,,,
4,2,RSNA_11876,R-MLO,NO,0.0,False,,,
4,3,RSNA_11919,L-CC,NO,0.0,False,,,
4,3,RSNA_11919,R-CC,NO,0.0,False,,,
4,3,RSNA_11919,L-MLO,NO,0.0,False,,,
4,3,RSNA_11919,R-MLO,NO,0.0,False,,,
4,4,RSNA_11942,L-CC,NO,0.0,False,,,
4,4,RSNA_11942,R-CC,NO,0.0,False,,,
4,4,RSNA_11942,L-MLO,NO,0.0,False,,,
4,4,RSNA_11942,R-MLO,NO,0.0,False,,,
4,5,RSNA_11952,L-CC,NO,0.0,False,,,
4,5,RSNA_11952,R-CC,NO,0.0,False,,,
4,5,RSNA_11952,L-MLO,NO,0.0,False,,,
4,5,RSNA_11952,R-MLO,NO,0.0,False,,,
4,6,RSNA_11985,L-CC,NO,0.0,False,,,
4,6,RSNA_11985,R-CC,NO,0.0,False,,,
4,6,RSNA_11985,L-MLO,NO,0.0,False,,,
4,6,RSNA_11985,R-MLO,NO,0.0,False,,,
4,7,RSNA_12005,L-CC,NO,0.0,False,,,
4,7,RSNA_12005,R-CC,NO,0.0,False,,,
4,7,RSNA_12005,L-MLO,NO,0.0,False,,,
4,7,RSNA_12005,R-MLO,NO,0.0,False,,,
4,8,RSNA_12020,L-CC,NO,0.0,False,,,
4,8,RSNA_12020,R-CC,NO,0.0,False,,,
4,8,RSNA_12020,L-MLO,NO,0.0,False,,,
4,8,RSNA_12020,R-MLO,NO,0.0,False,,,
4,9,RSNA_12027,L-CC,NO,1318.0,True,YES,0.0,False
4,9,RSNA_12027,R-CC,NO,1456.0,True,YES,0.0,False
4,9,RSNA_12027,L-MLO,NO,1445.0,True,YES,0.0,False
4,9,RSNA_12027,R-MLO,NO,1351.0,True,YES,0.0,False
4,10,RSNA_12091,L-CC,NO,0.0,False,,,
4,10,RSNA_12091,R-CC,NO,0.0,False,,,
4,10,RSNA_12091,L-MLO,NO,0.0,False,,,
4,10,RSNA_12091,R-MLO,NO,0.0,False,,,
4,11,RSNA_12110,L-CC,NO,0.0,False,,,
4,11,RSNA_12110,R-CC,NO,0.0,False,,,
4,11,RSNA_12110,L-MLO,NO,0.0,False,,,
4,11,RSNA_12110,R-MLO,NO,0.0,False,,,
4,12,RSNA_12111,L-CC,NO,0.0,False,,,
4,12,RSNA_12111,R-CC,NO,0.0,False,,,
4,12,RSNA_12111,L-MLO,NO,0.0,False,,,
4,12,RSNA_12111,R-MLO,NO,0.0,False,,,
4,13,RSNA_12119,L-CC,NO,0.0,False,,,
4,13,RSNA_12119,R-CC,NO,0.0,False,,,
4,13,RSNA_12119,L-MLO,NO,0.0,False,,,
